{'timestamp': 1745406634.3483825, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 480, 'rtt': 201.9, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 291, 'ssthresh': 298, 'bytes_sent': 2192272, 'bytes_retrans': 405440, 'bytes_acked': 910793, 'segs_out': 1517, 'segs_in': 234, 'data_segs_out': 1515, 'lastrcv': 764, 'delivered': 945, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406635.537438, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 264, 'rtt': 58.704, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 84, 'ssthresh': 74, 'bytes_sent': 4566992, 'bytes_retrans': 737032, 'bytes_acked': 3708329, 'segs_out': 3158, 'segs_in': 1009, 'data_segs_out': 3155, 'lastrcv': 1944, 'delivered': 2563, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406636.6379914, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 280, 'rtt': 76.856, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 100, 'ssthresh': 74, 'bytes_sent': 6770848, 'bytes_retrans': 737032, 'bytes_acked': 5889017, 'segs_out': 4681, 'segs_in': 1647, 'data_segs_out': 4677, 'lastrcv': 3044, 'delivered': 4069, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406637.7174313, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 280, 'rtt': 79.03, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 114, 'ssthresh': 74, 'bytes_sent': 8941400, 'bytes_retrans': 737032, 'bytes_acked': 8039297, 'segs_out': 6182, 'segs_in': 2216, 'data_segs_out': 6176, 'lastrcv': 4132, 'delivered': 5554, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406638.788269, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 252, 'rtt': 49.056, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 68, 'ssthresh': 60, 'bytes_sent': 10938192, 'bytes_retrans': 739928, 'bytes_acked': 10099801, 'segs_out': 7561, 'segs_in': 2682, 'data_segs_out': 7555, 'lastrcv': 5208, 'delivered': 6977, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406639.8901727, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 264, 'rtt': 60.379, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 87, 'ssthresh': 60, 'bytes_sent': 13185488, 'bytes_retrans': 739928, 'bytes_acked': 12321033, 'segs_out': 9115, 'segs_in': 3234, 'data_segs_out': 9107, 'lastrcv': 6304, 'delivered': 8511, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406640.9955714, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 272, 'rtt': 71.664, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 103, 'ssthresh': 60, 'bytes_sent': 15383552, 'bytes_retrans': 739928, 'bytes_acked': 14495929, 'segs_out': 10634, 'segs_in': 3720, 'data_segs_out': 10625, 'lastrcv': 7412, 'delivered': 10013, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406642.0898602, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 284, 'rtt': 83.212, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 118, 'ssthresh': 60, 'bytes_sent': 17701800, 'bytes_retrans': 739928, 'bytes_acked': 16791009, 'segs_out': 12236, 'segs_in': 4329, 'data_segs_out': 12226, 'lastrcv': 8496, 'delivered': 11598, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406643.405651, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 58.248, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 73, 'ssthresh': 61, 'bytes_sent': 20093896, 'bytes_retrans': 741376, 'bytes_acked': 19246817, 'segs_out': 13888, 'segs_in': 4942, 'data_segs_out': 13878, 'lastrcv': 9736, 'delivered': 13294, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406644.498836, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 268, 'rtt': 65.127, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 93, 'ssthresh': 61, 'bytes_sent': 22481648, 'bytes_retrans': 741376, 'bytes_acked': 21607057, 'segs_out': 15538, 'segs_in': 5493, 'data_segs_out': 15527, 'lastrcv': 10916, 'delivered': 14924, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745406645.6001377, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 296, 'rtt': 92.494, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 108, 'ssthresh': 61, 'bytes_sent': 24631928, 'bytes_retrans': 741376, 'bytes_acked': 23735617, 'segs_out': 17025, 'segs_in': 6009, 'data_segs_out': 17012, 'lastrcv': 12008, 'delivered': 16394, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
