{'timestamp': 1745404577.589024, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 2068, 'rtt': 688.233, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 10, 'ssthresh': 0, 'bytes_sent': 14480, 'bytes_retrans': 0, 'bytes_acked': 1, 'segs_out': 12, 'segs_in': 1, 'data_segs_out': 10, 'lastrcv': 228, 'delivered': 1, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745404578.8664987, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 924, 'rtt': 280.002, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 541, 'ssthresh': 0, 'bytes_sent': 1556600, 'bytes_retrans': 0, 'bytes_acked': 770337, 'segs_out': 1078, 'segs_in': 279, 'data_segs_out': 1076, 'lastrcv': 1504, 'delivered': 534, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745404580.2308202, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 872, 'rtt': 531.272, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 6188, 'ssthresh': 0, 'bytes_sent': 17458536, 'bytes_retrans': 0, 'bytes_acked': 9074617, 'segs_out': 12061, 'segs_in': 982, 'data_segs_out': 12059, 'lastrcv': 2804, 'delivered': 6269, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745404581.5279171, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 1260, 'rtt': 954.921, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 11594, 'ssthresh': 0, 'bytes_sent': 29088872, 'bytes_retrans': 0, 'bytes_acked': 20716537, 'segs_out': 20094, 'segs_in': 1394, 'data_segs_out': 20092, 'lastrcv': 4128, 'delivered': 14310, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745404582.8977592, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 1196, 'rtt': 934.349, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 11594, 'ssthresh': 0, 'bytes_sent': 40787264, 'bytes_retrans': 0, 'bytes_acked': 32407689, 'segs_out': 28175, 'segs_in': 1767, 'data_segs_out': 28172, 'lastrcv': 5476, 'delivered': 22385, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745404584.0083814, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 1180, 'rtt': 932.273, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 11594, 'ssthresh': 0, 'bytes_sent': 51308432, 'bytes_retrans': 0, 'bytes_acked': 42937545, 'segs_out': 35443, 'segs_in': 2130, 'data_segs_out': 35440, 'lastrcv': 6644, 'delivered': 29659, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745404585.284354, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 1176, 'rtt': 942.54, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 11594, 'ssthresh': 0, 'bytes_sent': 62746184, 'bytes_retrans': 0, 'bytes_acked': 54370953, 'segs_out': 43343, 'segs_in': 2516, 'data_segs_out': 43340, 'lastrcv': 7928, 'delivered': 37556, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745404586.3799658, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 1164, 'rtt': 944.377, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 11594, 'ssthresh': 0, 'bytes_sent': 72485432, 'bytes_retrans': 0, 'bytes_acked': 64113097, 'segs_out': 50070, 'segs_in': 2837, 'data_segs_out': 50067, 'lastrcv': 9028, 'delivered': 44285, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745404587.4929638, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 1240, 'rtt': 1023.44, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 11594, 'ssthresh': 0, 'bytes_sent': 81770008, 'bytes_retrans': 0, 'bytes_acked': 73412153, 'segs_out': 56483, 'segs_in': 3132, 'data_segs_out': 56480, 'lastrcv': 10148, 'delivered': 50708, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745404588.6411946, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 1172, 'rtt': 958.603, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 11594, 'ssthresh': 0, 'bytes_sent': 91480296, 'bytes_retrans': 0, 'bytes_acked': 83102169, 'segs_out': 63190, 'segs_in': 3469, 'data_segs_out': 63187, 'lastrcv': 11264, 'delivered': 57401, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745404589.740847, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 1144, 'rtt': 933.731, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 11594, 'ssthresh': 0, 'bytes_sent': 101351312, 'bytes_retrans': 0, 'bytes_acked': 92977529, 'segs_out': 70008, 'segs_in': 3801, 'data_segs_out': 70005, 'lastrcv': 12384, 'delivered': 64222, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745404591.0409822, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 1164, 'rtt': 957.6, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 11594, 'ssthresh': 0, 'bytes_sent': 112266336, 'bytes_retrans': 0, 'bytes_acked': 103892553, 'segs_out': 77548, 'segs_in': 4167, 'data_segs_out': 77545, 'lastrcv': 13632, 'delivered': 71762, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
