{'timestamp': 1745350980.9785864, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 584, 'rtt': 381.777, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 594, 'ssthresh': 319, 'bytes_sent': 1857784, 'bytes_retrans': 21720, 'bytes_acked': 910793, 'segs_out': 1285, 'segs_in': 255, 'data_segs_out': 1283, 'lastrcv': 896, 'delivered': 660, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350981.9876645, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 380, 'rtt': 178.93, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 149, 'ssthresh': 319, 'bytes_sent': 3124784, 'bytes_retrans': 748616, 'bytes_acked': 1440761, 'segs_out': 2160, 'segs_in': 751, 'data_segs_out': 2158, 'lastrcv': 1908, 'delivered': 1493, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350982.9924004, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 384, 'rtt': 181.138, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 150, 'ssthresh': 159, 'bytes_sent': 4559752, 'bytes_retrans': 984640, 'bytes_acked': 3043697, 'segs_out': 3151, 'segs_in': 1329, 'data_segs_out': 3149, 'lastrcv': 2912, 'delivered': 2320, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350983.9972377, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 248, 'rtt': 45.672, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 26, 'ssthresh': 20, 'bytes_sent': 5444480, 'bytes_retrans': 993328, 'bytes_acked': 4413505, 'segs_out': 3762, 'segs_in': 1935, 'data_segs_out': 3760, 'lastrcv': 3916, 'delivered': 3049, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350985.0016162, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 248, 'rtt': 45.406, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 15, 'ssthresh': 12, 'bytes_sent': 6148208, 'bytes_retrans': 1000568, 'bytes_acked': 5125921, 'segs_out': 4248, 'segs_in': 2241, 'data_segs_out': 4246, 'lastrcv': 4920, 'delivered': 3541, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350986.006333, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 248, 'rtt': 45.882, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 19, 'ssthresh': 14, 'bytes_sent': 6779536, 'bytes_retrans': 1003464, 'bytes_acked': 5750009, 'segs_out': 4684, 'segs_in': 2452, 'data_segs_out': 4682, 'lastrcv': 5924, 'delivered': 3972, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350987.0107453, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 252, 'rtt': 51.478, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 6, 'ssthresh': 5, 'bytes_sent': 7232760, 'bytes_retrans': 1012152, 'bytes_acked': 6211921, 'segs_out': 4997, 'segs_in': 2609, 'data_segs_out': 4995, 'lastrcv': 6928, 'delivered': 4291, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350988.0138774, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 252, 'rtt': 48.229, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 18, 'ssthresh': 5, 'bytes_sent': 7541184, 'bytes_retrans': 1015048, 'bytes_acked': 6500073, 'segs_out': 5210, 'segs_in': 2705, 'data_segs_out': 5208, 'lastrcv': 7932, 'delivered': 4490, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350989.019511, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 252, 'rtt': 49.801, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 16, 'ssthresh': 7, 'bytes_sent': 7908976, 'bytes_retrans': 1020840, 'bytes_acked': 6864969, 'segs_out': 5464, 'segs_in': 2829, 'data_segs_out': 5462, 'lastrcv': 8940, 'delivered': 4742, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350990.0254047, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 248, 'rtt': 47.271, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 12, 'ssthresh': 9, 'bytes_sent': 8336136, 'bytes_retrans': 1026632, 'bytes_acked': 7293577, 'segs_out': 5759, 'segs_in': 2975, 'data_segs_out': 5757, 'lastrcv': 9944, 'delivered': 5038, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745350991.0297437, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 252, 'rtt': 49.212, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 20, 'ssthresh': 9, 'bytes_sent': 8763296, 'bytes_retrans': 1029528, 'bytes_acked': 7701913, 'segs_out': 6054, 'segs_in': 3112, 'data_segs_out': 6052, 'lastrcv': 10948, 'delivered': 5322, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
