{'timestamp': 1744944163.468129, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 356, 'rtt': 53.825, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 12, 'ssthresh': 9, 'bytes_sent': 205112, 'bytes_retrans': 5288, 'bytes_acked': 182449, 'segs_out': 145, 'segs_in': 73, 'data_segs_out': 143, 'lastrcv': 668, 'delivered': 128, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944164.8258982, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 57.26, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 9, 'ssthresh': 6, 'bytes_sent': 552632, 'bytes_retrans': 13976, 'bytes_acked': 525625, 'segs_out': 385, 'segs_in': 189, 'data_segs_out': 383, 'lastrcv': 2032, 'delivered': 365, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944165.9411294, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 56.65, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 15, 'ssthresh': 10, 'bytes_sent': 942144, 'bytes_retrans': 16872, 'bytes_acked': 905001, 'segs_out': 654, 'segs_in': 308, 'data_segs_out': 652, 'lastrcv': 3160, 'delivered': 627, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944167.1272306, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 59.049, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 35, 'ssthresh': 10, 'bytes_sent': 1715376, 'bytes_retrans': 16872, 'bytes_acked': 1647825, 'segs_out': 1188, 'segs_in': 522, 'data_segs_out': 1186, 'lastrcv': 4352, 'delivered': 1140, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944168.3001034, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 256, 'rtt': 54.957, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 20, 'ssthresh': 10, 'bytes_sent': 2298920, 'bytes_retrans': 25560, 'bytes_acked': 2244401, 'segs_out': 1591, 'segs_in': 717, 'data_segs_out': 1589, 'lastrcv': 5500, 'delivered': 1552, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944169.4375074, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 58.491, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 7, 'ssthresh': 6, 'bytes_sent': 2660920, 'bytes_retrans': 38592, 'bytes_acked': 2612193, 'segs_out': 1841, 'segs_in': 834, 'data_segs_out': 1839, 'lastrcv': 6656, 'delivered': 1806, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944170.6365948, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 256, 'rtt': 55.29, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 27, 'ssthresh': 6, 'bytes_sent': 3182200, 'bytes_retrans': 38592, 'bytes_acked': 3105961, 'segs_out': 2201, 'segs_in': 994, 'data_segs_out': 2199, 'lastrcv': 7848, 'delivered': 2147, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944171.790813, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 256, 'rtt': 55.866, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 12, 'ssthresh': 10, 'bytes_sent': 3967016, 'bytes_retrans': 44384, 'bytes_acked': 3905257, 'segs_out': 2743, 'segs_in': 1236, 'data_segs_out': 2741, 'lastrcv': 8988, 'delivered': 2699, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944173.0064769, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 56.09, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 21, 'ssthresh': 11, 'bytes_sent': 4481056, 'bytes_retrans': 45832, 'bytes_acked': 4406265, 'segs_out': 3098, 'segs_in': 1393, 'data_segs_out': 3096, 'lastrcv': 10208, 'delivered': 3045, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944174.11678, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 56.622, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 39, 'ssthresh': 11, 'bytes_sent': 5310760, 'bytes_retrans': 45832, 'bytes_acked': 5208457, 'segs_out': 3671, 'segs_in': 1633, 'data_segs_out': 3669, 'lastrcv': 11328, 'delivered': 3599, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944175.3033412, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 256, 'rtt': 54.198, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 19, 'ssthresh': 15, 'bytes_sent': 6027520, 'bytes_retrans': 51624, 'bytes_acked': 5948385, 'segs_out': 4166, 'segs_in': 1849, 'data_segs_out': 4164, 'lastrcv': 12520, 'delivered': 4110, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944176.483432, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 256, 'rtt': 54.925, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 15, 'ssthresh': 9, 'bytes_sent': 6434408, 'bytes_retrans': 57416, 'bytes_acked': 6355273, 'segs_out': 4447, 'segs_in': 1976, 'data_segs_out': 4445, 'lastrcv': 13692, 'delivered': 4391, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944177.5955162, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 58.164, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 5, 'ssthresh': 5, 'bytes_sent': 6747176, 'bytes_retrans': 66104, 'bytes_acked': 6675281, 'segs_out': 4663, 'segs_in': 2084, 'data_segs_out': 4661, 'lastrcv': 14820, 'delivered': 4612, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944178.7876413, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 256, 'rtt': 54.307, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 14, 'ssthresh': 8, 'bytes_sent': 7084560, 'bytes_retrans': 69000, 'bytes_acked': 6996737, 'segs_out': 4896, 'segs_in': 2193, 'data_segs_out': 4894, 'lastrcv': 15980, 'delivered': 4834, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944179.918276, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 256, 'rtt': 55.922, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 20, 'ssthresh': 11, 'bytes_sent': 7543576, 'bytes_retrans': 71896, 'bytes_acked': 7444169, 'segs_out': 5213, 'segs_in': 2339, 'data_segs_out': 5211, 'lastrcv': 17112, 'delivered': 5143, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944181.0207622, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 56.795, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 13, 'ssthresh': 8, 'bytes_sent': 7972184, 'bytes_retrans': 77688, 'bytes_acked': 7877121, 'segs_out': 5510, 'segs_in': 2467, 'data_segs_out': 5507, 'lastrcv': 18232, 'delivered': 5442, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944182.1630452, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 264, 'rtt': 60.969, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 10, 'ssthresh': 7, 'bytes_sent': 8364592, 'bytes_retrans': 83480, 'bytes_acked': 8266633, 'segs_out': 5781, 'segs_in': 2590, 'data_segs_out': 5778, 'lastrcv': 19360, 'delivered': 5711, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944183.2756784, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 256, 'rtt': 55.968, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 10, 'ssthresh': 6, 'bytes_sent': 8665776, 'bytes_retrans': 89272, 'bytes_acked': 8562025, 'segs_out': 5989, 'segs_in': 2686, 'data_segs_out': 5986, 'lastrcv': 20476, 'delivered': 5915, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944184.4988415, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 268, 'rtt': 65.112, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 30, 'ssthresh': 6, 'bytes_sent': 9266696, 'bytes_retrans': 89272, 'bytes_acked': 9135433, 'segs_out': 6404, 'segs_in': 2859, 'data_segs_out': 6401, 'lastrcv': 21692, 'delivered': 6311, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944185.6704943, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 58.169, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 18, 'ssthresh': 12, 'bytes_sent': 9840104, 'bytes_retrans': 93616, 'bytes_acked': 9721873, 'segs_out': 6800, 'segs_in': 3049, 'data_segs_out': 6797, 'lastrcv': 22888, 'delivered': 6716, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944186.9133215, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 304, 'rtt': 90.976, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 23, 'ssthresh': 12, 'bytes_sent': 10386000, 'bytes_retrans': 96512, 'bytes_acked': 10256185, 'segs_out': 7177, 'segs_in': 3213, 'data_segs_out': 7174, 'lastrcv': 24128, 'delivered': 7085, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744944188.0422392, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 58.894, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 41, 'ssthresh': 12, 'bytes_sent': 11266384, 'bytes_retrans': 96512, 'bytes_acked': 11110505, 'segs_out': 7785, 'segs_in': 3467, 'data_segs_out': 7782, 'lastrcv': 25248, 'delivered': 7675, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
