{'timestamp': 1745349049.9289675, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 700, 'rtt': 366.7, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 84, 'ssthresh': 0, 'bytes_sent': 221544, 'bytes_retrans': 0, 'bytes_acked': 107153, 'segs_out': 155, 'segs_in': 39, 'data_segs_out': 153, 'lastrcv': 924, 'delivered': 75, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349050.9418285, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 1388, 'rtt': 909.557, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 45, 'ssthresh': 43, 'bytes_sent': 296840, 'bytes_retrans': 2896, 'bytes_acked': 110049, 'segs_out': 207, 'segs_in': 84, 'data_segs_out': 205, 'lastrcv': 1940, 'delivered': 159, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349051.947729, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 860, 'rtt': 428.061, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 43, 'ssthresh': 43, 'bytes_sent': 415576, 'bytes_retrans': 4344, 'bytes_acked': 348969, 'segs_out': 289, 'segs_in': 156, 'data_segs_out': 287, 'lastrcv': 2948, 'delivered': 242, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349052.9530888, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 888, 'rtt': 512.555, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 34, 'ssthresh': 22, 'bytes_sent': 525624, 'bytes_retrans': 7240, 'bytes_acked': 443089, 'segs_out': 365, 'segs_in': 218, 'data_segs_out': 363, 'lastrcv': 3952, 'delivered': 325, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349053.958285, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 552, 'rtt': 276.058, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 24, 'ssthresh': 22, 'bytes_sent': 631328, 'bytes_retrans': 7240, 'bytes_acked': 589337, 'segs_out': 438, 'segs_in': 289, 'data_segs_out': 436, 'lastrcv': 4956, 'delivered': 408, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349054.9638987, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 304, 'rtt': 89.415, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 9, 'ssthresh': 6, 'bytes_sent': 734136, 'bytes_retrans': 11584, 'bytes_acked': 710969, 'segs_out': 509, 'segs_in': 364, 'data_segs_out': 507, 'lastrcv': 5964, 'delivered': 492, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349055.968766, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 280, 'rtt': 76.053, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 6, 'ssthresh': 5, 'bytes_sent': 855768, 'bytes_retrans': 17376, 'bytes_acked': 829705, 'segs_out': 593, 'segs_in': 419, 'data_segs_out': 591, 'lastrcv': 6968, 'delivered': 574, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349056.9724483, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 296, 'rtt': 92.92, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 7, 'ssthresh': 6, 'bytes_sent': 980296, 'bytes_retrans': 20272, 'bytes_acked': 949889, 'segs_out': 679, 'segs_in': 465, 'data_segs_out': 677, 'lastrcv': 7972, 'delivered': 657, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349057.9803681, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 312, 'rtt': 111.091, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 12, 'ssthresh': 5, 'bytes_sent': 1110616, 'bytes_retrans': 23168, 'bytes_acked': 1071521, 'segs_out': 769, 'segs_in': 515, 'data_segs_out': 767, 'lastrcv': 8980, 'delivered': 741, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349058.9860833, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 280, 'rtt': 76.744, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 9, 'ssthresh': 3, 'bytes_sent': 1227904, 'bytes_retrans': 27512, 'bytes_acked': 1188809, 'segs_out': 850, 'segs_in': 566, 'data_segs_out': 848, 'lastrcv': 9984, 'delivered': 822, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349059.992616, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 272, 'rtt': 70.526, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 3, 'ssthresh': 3, 'bytes_sent': 1349536, 'bytes_retrans': 34752, 'bytes_acked': 1304649, 'segs_out': 934, 'segs_in': 618, 'data_segs_out': 932, 'lastrcv': 10992, 'delivered': 906, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349060.9984004, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 328, 'rtt': 125.702, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 13, 'ssthresh': 3, 'bytes_sent': 1484200, 'bytes_retrans': 34752, 'bytes_acked': 1430625, 'segs_out': 1027, 'segs_in': 664, 'data_segs_out': 1025, 'lastrcv': 11996, 'delivered': 989, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349062.004062, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 328, 'rtt': 125.69, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 13, 'ssthresh': 6, 'bytes_sent': 1607280, 'bytes_retrans': 37648, 'bytes_acked': 1550809, 'segs_out': 1112, 'segs_in': 716, 'data_segs_out': 1110, 'lastrcv': 13004, 'delivered': 1072, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349063.0094717, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 392, 'rtt': 189.729, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 18, 'ssthresh': 6, 'bytes_sent': 1731808, 'bytes_retrans': 37648, 'bytes_acked': 1669545, 'segs_out': 1198, 'segs_in': 758, 'data_segs_out': 1196, 'lastrcv': 14008, 'delivered': 1154, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349064.0140438, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 444, 'rtt': 240.839, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 22, 'ssthresh': 6, 'bytes_sent': 1859232, 'bytes_retrans': 37648, 'bytes_acked': 1789729, 'segs_out': 1286, 'segs_in': 802, 'data_segs_out': 1284, 'lastrcv': 15012, 'delivered': 1237, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1745349065.019663, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 492, 'rtt': 288.272, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 26, 'ssthresh': 6, 'bytes_sent': 1986656, 'bytes_retrans': 37648, 'bytes_acked': 1911361, 'segs_out': 1374, 'segs_in': 846, 'data_segs_out': 1372, 'lastrcv': 16020, 'delivered': 1321, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
