{'timestamp': 1744945743.114847, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 328, 'rtt': 125.496, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 90, 'ssthresh': 90, 'bytes_sent': 1217768, 'bytes_retrans': 121632, 'bytes_acked': 865905, 'segs_out': 844, 'segs_in': 322, 'data_segs_out': 841, 'lastrcv': 952, 'delivered': 668, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945744.2803414, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 260, 'rtt': 58.087, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 34, 'ssthresh': 30, 'bytes_sent': 2238608, 'bytes_retrans': 136112, 'bytes_acked': 2053265, 'segs_out': 1549, 'segs_in': 716, 'data_segs_out': 1546, 'lastrcv': 2084, 'delivered': 1419, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945745.3750343, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 51.625, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 18, 'ssthresh': 11, 'bytes_sent': 2800432, 'bytes_retrans': 143352, 'bytes_acked': 2631017, 'segs_out': 1937, 'segs_in': 895, 'data_segs_out': 1934, 'lastrcv': 3224, 'delivered': 1818, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945746.5393531, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 256, 'rtt': 54.985, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 20, 'ssthresh': 16, 'bytes_sent': 3353568, 'bytes_retrans': 146248, 'bytes_acked': 3178361, 'segs_out': 2319, 'segs_in': 1067, 'data_segs_out': 2316, 'lastrcv': 4336, 'delivered': 2196, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945747.6180947, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 256, 'rtt': 52.677, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 21, 'ssthresh': 16, 'bytes_sent': 3964624, 'bytes_retrans': 149144, 'bytes_acked': 3785073, 'segs_out': 2742, 'segs_in': 1264, 'data_segs_out': 2738, 'lastrcv': 5468, 'delivered': 2615, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945748.734559, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 256, 'rtt': 52.994, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 15, 'ssthresh': 14, 'bytes_sent': 4520656, 'bytes_retrans': 157832, 'bytes_acked': 4342553, 'segs_out': 3126, 'segs_in': 1445, 'data_segs_out': 3122, 'lastrcv': 6552, 'delivered': 3000, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945749.833965, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 50.932, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 18, 'ssthresh': 14, 'bytes_sent': 5041936, 'bytes_retrans': 160728, 'bytes_acked': 4855145, 'segs_out': 3486, 'segs_in': 1614, 'data_segs_out': 3482, 'lastrcv': 7676, 'delivered': 3354, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945750.9043143, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 252, 'rtt': 51.641, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 28, 'ssthresh': 14, 'bytes_sent': 5722496, 'bytes_retrans': 160728, 'bytes_acked': 5521225, 'segs_out': 3956, 'segs_in': 1829, 'data_segs_out': 3952, 'lastrcv': 8752, 'delivered': 3814, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945751.9951942, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 256, 'rtt': 51.999, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 21, 'ssthresh': 14, 'bytes_sent': 6294456, 'bytes_retrans': 169416, 'bytes_acked': 6096081, 'segs_out': 4351, 'segs_in': 2019, 'data_segs_out': 4347, 'lastrcv': 9836, 'delivered': 4211, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945753.1493094, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 256, 'rtt': 53.454, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 17, 'ssthresh': 13, 'bytes_sent': 6885240, 'bytes_retrans': 173760, 'bytes_acked': 6688313, 'segs_out': 4759, 'segs_in': 2217, 'data_segs_out': 4755, 'lastrcv': 10956, 'delivered': 4620, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945754.358991, 'tcp_type': 'cubic', 'wscale': 9.9, 'rto': 264, 'rtt': 63.104, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 20, 'ssthresh': 16, 'bytes_sent': 7510776, 'bytes_retrans': 176656, 'bytes_acked': 7305161, 'segs_out': 5192, 'segs_in': 2419, 'data_segs_out': 5187, 'lastrcv': 12180, 'delivered': 5046, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
