{'timestamp': 1744945595.62979, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 328, 'rtt': 60.337, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 22, 'ssthresh': 16, 'bytes_sent': 296840, 'bytes_retrans': 2896, 'bytes_acked': 262089, 'segs_out': 208, 'segs_in': 100, 'data_segs_out': 206, 'lastrcv': 652, 'delivered': 183, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945597.0832405, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 56.453, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 5, 'ssthresh': 5, 'bytes_sent': 1281480, 'bytes_retrans': 13032, 'bytes_acked': 1246729, 'segs_out': 888, 'segs_in': 391, 'data_segs_out': 886, 'lastrcv': 2116, 'delivered': 873, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945598.2443988, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 57.557, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 11, 'ssthresh': 11, 'bytes_sent': 1660856, 'bytes_retrans': 15928, 'bytes_acked': 1629001, 'segs_out': 1150, 'segs_in': 501, 'data_segs_out': 1148, 'lastrcv': 3268, 'delivered': 1127, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945599.5817285, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 58.64, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 33, 'ssthresh': 11, 'bytes_sent': 2379064, 'bytes_retrans': 15928, 'bytes_acked': 2316801, 'segs_out': 1646, 'segs_in': 705, 'data_segs_out': 1644, 'lastrcv': 4580, 'delivered': 1602, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945600.7392058, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 57.58, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 12, 'ssthresh': 12, 'bytes_sent': 3388320, 'bytes_retrans': 23168, 'bytes_acked': 3347777, 'segs_out': 2343, 'segs_in': 1021, 'data_segs_out': 2341, 'lastrcv': 5768, 'delivered': 2314, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945601.8636465, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 256, 'rtt': 53.91, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 10, 'ssthresh': 10, 'bytes_sent': 3767696, 'bytes_retrans': 31856, 'bytes_acked': 3722809, 'segs_out': 2605, 'segs_in': 1143, 'data_segs_out': 2603, 'lastrcv': 6908, 'delivered': 2573, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945602.8863595, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 252, 'rtt': 49.37, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 28, 'ssthresh': 10, 'bytes_sent': 4288976, 'bytes_retrans': 31856, 'bytes_acked': 4218025, 'segs_out': 2965, 'segs_in': 1297, 'data_segs_out': 2963, 'lastrcv': 7940, 'delivered': 2915, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945604.0621793, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 256, 'rtt': 53.567, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 8, 'ssthresh': 7, 'bytes_sent': 4816048, 'bytes_retrans': 46336, 'bytes_acked': 4758129, 'segs_out': 3329, 'segs_in': 1482, 'data_segs_out': 3327, 'lastrcv': 9044, 'delivered': 3288, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945605.2210839, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 256, 'rtt': 53.667, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 20, 'ssthresh': 6, 'bytes_sent': 5170808, 'bytes_retrans': 49232, 'bytes_acked': 5092617, 'segs_out': 3574, 'segs_in': 1592, 'data_segs_out': 3572, 'lastrcv': 10232, 'delivered': 3519, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945606.3565748, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 256, 'rtt': 52.901, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 14, 'ssthresh': 11, 'bytes_sent': 5679056, 'bytes_retrans': 55024, 'bytes_acked': 5603761, 'segs_out': 3925, 'segs_in': 1758, 'data_segs_out': 3923, 'lastrcv': 11372, 'delivered': 3872, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
{'timestamp': 1744945607.5035837, 'tcp_type': 'reno', 'wscale': 9.9, 'rto': 260, 'rtt': 56.156, 'mss': 1448, 'pmtu': 1500, 'rcvmss': 536, 'advmss': 1448, 'cwnd': 6, 'ssthresh': 4, 'bytes_sent': 6158344, 'bytes_retrans': 62264, 'bytes_acked': 6083049, 'segs_out': 4256, 'segs_in': 1910, 'data_segs_out': 4254, 'lastrcv': 12508, 'delivered': 4205, 'rcv_space': 14480, 'rcv_ssthresh': 42242}
